Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08270682168120204
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,0,100,100,100,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,0.0921641566572703
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,0,100,100,100,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.0921641566572703
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.0921641566572703
Total,2021,Rural,Northern Midlands and Mountain,Poor,Mong,Elderly HoH: YES,Female,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08662825318736048
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08799212946802676
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,0,100,100,100,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.08270682168120204
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,0.0921641566572703
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.18219514056386074
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.17125146411273331
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08662825318736048
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.0921641566572703
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08906520421763685
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,3.0,2.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,0.093288109787237
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.173339896601913
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.14370622093573043
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08371544145780208
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,0.0,0.0,0.0,4.0,0,0,100,100,100.0,0,0,0,0.0,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08906520421763685
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,0.0,0.0,0.0,5.0,0,0,100,100,100.0,0,0,0,0.0,0.08678995351063204
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Female,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.09233619029961213
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.18253522606765096
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.17157112214679146
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.18253522606765096
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.18253522606765096
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.3765934583379895
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.3765934583379895
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.3765934583379895
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.3765934583379895
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0727048416151443
Total,2021,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6545283605034946
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3356067971102136
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,2.0,0.0,0.0,0.0,0,0,0,0,,0,100,0,,0.31544834397580623
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,2.0,0.0,0.0,0.0,0,0,0,0,,0,100,0,,0.31544834397580623
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6634458534792984
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3011688332028391
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.32041476657229506
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.32041476657229506
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6634458534792984
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.6235955219015764
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08371544145780208
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.173339896601913
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.11455046666697916
Total,2021,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,2.0,0.0,1.0,2.0,0,0,100,0,0.0,0,100,0,0.0,0.10254903901668862
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.11455046666697916
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,0,0,100,100,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.11455046666697916
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,0.0,2.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.093288109787237
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08906520421763685
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,0,100,0,,0.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.08906520421763685
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10766991408665566
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,0.08371544145780208
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08829053247720645
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.08829053247720645
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.07923068566541978
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.084293853991692
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,,100.0,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.07923068566541978
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10190188297487053
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10190188297487053
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10190188297487053
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.07923068566541978
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.07923068566541978
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,100,0,0,100,100,100,0,100.0,0.0,0.0,0.0,3.0,100,0,0,0,100.0,100,0,0,100.0,0.07923068566541978
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,2.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.5102105044096752
Total,2021,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.806142532832311
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.9854666403029966
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.9854666403029966
Total,2021,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.9854666403029966
Total,2021,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,0,100,100,100,0,100.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,2.806142532832311
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,0.0,2.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,1.5102105044096752
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,1.4418472760745158
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.186675131280721
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.4418472760745158
Total,2021,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,100,100.0,4.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.5546186267592632
Total,2021,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,0,0,0,0,0.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,0,0.0,1.6539651832649043
Total,2021,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,2.0,2.0,0.0,2.0,0,0,100,0,0.0,0,100,0,0.0,1.5546186267592632
Total,2021,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.5546186267592632
Total,2021,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,0,0,100,100,0,100,0,0.0,5.0,0.0,0.0,2.0,100,0,100,0,100.0,0,100,0,0.0,1.5546186267592632
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.18624818677439592
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10023509668628659
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.11722698933748507
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.1981502157948683
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,0.0,6.0,1.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.14513314042342534
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.12308082056771166
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.12308082056771166
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.11568788641225768
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,0.0,2.0,0.0,2.0,0,0,100,100,100.0,0,100,0,0.0,0.10023509668628659
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08350923361847756
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.08350923361847756
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08482400401679699
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.08482400401679699
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,0,,,100,0,100,0,0,0,0,0.0,2.0,0.0,0.0,3.0,100,0,100,0,100.0,0,100,0,0.0,0.0797289918645734
Total,2021,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.10254277532062445
